Tract,Instrument,Order by Date,Image Path,Vol,Page,Inst. No.,File Date,Inst./Eff. Date,Grantor,Grantee,Land Desc.,Interest,Remarks
T05,Mineral Deed 04195,2015-07-23,phase0/import-stress/T05/image-04195.pdf,695,196,P0-04195,2015-07-24,2015-07-23,Phase 0 Grantor 025,Phase 0 Grantee 015,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 04195
T06,Royalty Deed 04196,2016-08-24,phase0/import-stress/T06/image-04196.pdf,696,197,P0-04196,2016-08-25,2016-08-24,Phase 0 Grantor 026,Phase 0 Grantee 016,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 04196
T07,Oil and Gas Lease 04197,2017-09-25,phase0/import-stress/T07/image-04197.pdf,697,198,P0-04197,2017-09-26,2017-09-25,Phase 0 Grantor 027,Phase 0 Grantee 017,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 04197
T08,Assignment 04198,2018-10-26,phase0/import-stress/T08/image-04198.pdf,698,199,P0-04198,2018-10-27,2018-10-26,Phase 0 Grantor 028,Phase 0 Grantee 018,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 04198
T09,Ratification 04199,2019-11-27,phase0/import-stress/T09/image-04199.pdf,699,200,P0-04199,2019-11-28,2019-11-27,Phase 0 Grantor 029,Phase 0 Grantee 019,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 04199
T10,Warranty Deed 04200,1980-12-28,phase0/import-stress/T10/image-04200.pdf,700,201,P0-04200,1980-12-01,1980-12-28,Phase 0 Grantor 030,Phase 0 Grantee 020,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 04200
T01,Mineral Deed 04201,1981-01-01,phase0/import-stress/T01/image-04201.pdf,701,202,P0-04201,1981-01-02,1981-01-01,Phase 0 Grantor 031,Phase 0 Grantee 021,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 04201
T02,Royalty Deed 04202,1982-02-02,phase0/import-stress/T02/image-04202.pdf,702,203,P0-04202,1982-02-03,1982-02-02,Phase 0 Grantor 032,Phase 0 Grantee 022,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 04202
T03,Oil and Gas Lease 04203,1983-03-03,phase0/import-stress/T03/image-04203.pdf,703,204,P0-04203,1983-03-04,1983-03-03,Phase 0 Grantor 033,Phase 0 Grantee 023,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 04203
T04,Assignment 04204,1984-04-04,phase0/import-stress/T04/image-04204.pdf,704,205,P0-04204,1984-04-05,1984-04-04,Phase 0 Grantor 034,Phase 0 Grantee 024,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 04204
T05,Ratification 04205,1985-05-05,phase0/import-stress/T05/image-04205.pdf,705,206,P0-04205,1985-05-06,1985-05-05,Phase 0 Grantor 035,Phase 0 Grantee 025,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 04205
T06,Warranty Deed 04206,1986-06-06,phase0/import-stress/T06/image-04206.pdf,706,207,P0-04206,1986-06-07,1986-06-06,Phase 0 Grantor 036,Phase 0 Grantee 026,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 04206
T07,Mineral Deed 04207,1987-07-07,phase0/import-stress/T07/image-04207.pdf,707,208,P0-04207,1987-07-08,1987-07-07,Phase 0 Grantor 037,Phase 0 Grantee 027,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 04207
T08,Royalty Deed 04208,1988-08-08,phase0/import-stress/T08/image-04208.pdf,708,209,P0-04208,1988-08-09,1988-08-08,Phase 0 Grantor 038,Phase 0 Grantee 028,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 04208
T09,Oil and Gas Lease 04209,1989-09-09,phase0/import-stress/T09/image-04209.pdf,709,210,P0-04209,1989-09-10,1989-09-09,Phase 0 Grantor 039,Phase 0 Grantee 029,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 04209
T10,Assignment 04210,1990-10-10,phase0/import-stress/T10/image-04210.pdf,710,211,P0-04210,1990-10-11,1990-10-10,Phase 0 Grantor 040,Phase 0 Grantee 030,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 04210
T01,Ratification 04211,1991-11-11,phase0/import-stress/T01/image-04211.pdf,711,212,P0-04211,1991-11-12,1991-11-11,Phase 0 Grantor 041,Phase 0 Grantee 031,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 04211
T02,Warranty Deed 04212,1992-12-12,phase0/import-stress/T02/image-04212.pdf,712,213,P0-04212,1992-12-13,1992-12-12,Phase 0 Grantor 042,Phase 0 Grantee 032,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 04212
T03,Mineral Deed 04213,1993-01-13,phase0/import-stress/T03/image-04213.pdf,713,214,P0-04213,1993-01-14,1993-01-13,Phase 0 Grantor 043,Phase 0 Grantee 033,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 04213
T04,Royalty Deed 04214,1994-02-14,phase0/import-stress/T04/image-04214.pdf,714,215,P0-04214,1994-02-15,1994-02-14,Phase 0 Grantor 044,Phase 0 Grantee 034,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 04214
T05,Oil and Gas Lease 04215,1995-03-15,phase0/import-stress/T05/image-04215.pdf,715,216,P0-04215,1995-03-16,1995-03-15,Phase 0 Grantor 045,Phase 0 Grantee 035,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 04215
T06,Assignment 04216,1996-04-16,phase0/import-stress/T06/image-04216.pdf,716,217,P0-04216,1996-04-17,1996-04-16,Phase 0 Grantor 046,Phase 0 Grantee 036,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 04216
T07,Ratification 04217,1997-05-17,phase0/import-stress/T07/image-04217.pdf,717,218,P0-04217,1997-05-18,1997-05-17,Phase 0 Grantor 047,Phase 0 Grantee 037,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 04217
T08,Warranty Deed 04218,1998-06-18,phase0/import-stress/T08/image-04218.pdf,718,219,P0-04218,1998-06-19,1998-06-18,Phase 0 Grantor 048,Phase 0 Grantee 038,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 04218
T09,Mineral Deed 04219,1999-07-19,phase0/import-stress/T09/image-04219.pdf,719,220,P0-04219,1999-07-20,1999-07-19,Phase 0 Grantor 049,Phase 0 Grantee 039,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 04219
T10,Royalty Deed 04220,2000-08-20,phase0/import-stress/T10/image-04220.pdf,720,221,P0-04220,2000-08-21,2000-08-20,Phase 0 Grantor 050,Phase 0 Grantee 040,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 04220
T01,Oil and Gas Lease 04221,2001-09-21,phase0/import-stress/T01/image-04221.pdf,721,222,P0-04221,2001-09-22,2001-09-21,Phase 0 Grantor 051,Phase 0 Grantee 041,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 04221
T02,Assignment 04222,2002-10-22,phase0/import-stress/T02/image-04222.pdf,722,223,P0-04222,2002-10-23,2002-10-22,Phase 0 Grantor 052,Phase 0 Grantee 042,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 04222
T03,Ratification 04223,2003-11-23,phase0/import-stress/T03/image-04223.pdf,723,224,P0-04223,2003-11-24,2003-11-23,Phase 0 Grantor 053,Phase 0 Grantee 043,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 04223
T04,Warranty Deed 04224,2004-12-24,phase0/import-stress/T04/image-04224.pdf,724,225,P0-04224,2004-12-25,2004-12-24,Phase 0 Grantor 054,Phase 0 Grantee 044,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 04224
T05,Mineral Deed 04225,2005-01-25,phase0/import-stress/T05/image-04225.pdf,725,226,P0-04225,2005-01-26,2005-01-25,Phase 0 Grantor 055,Phase 0 Grantee 045,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 04225
T06,Royalty Deed 04226,2006-02-26,phase0/import-stress/T06/image-04226.pdf,726,227,P0-04226,2006-02-27,2006-02-26,Phase 0 Grantor 056,Phase 0 Grantee 046,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 04226
T07,Oil and Gas Lease 04227,2007-03-27,phase0/import-stress/T07/image-04227.pdf,727,228,P0-04227,2007-03-28,2007-03-27,Phase 0 Grantor 057,Phase 0 Grantee 047,"Section 7, Block 6, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 04227
T08,Assignment 04228,2008-04-28,phase0/import-stress/T08/image-04228.pdf,728,229,P0-04228,2008-04-01,2008-04-28,Phase 0 Grantor 058,Phase 0 Grantee 048,"Section 8, Block 7, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 04228
T09,Ratification 04229,2009-05-01,phase0/import-stress/T09/image-04229.pdf,729,230,P0-04229,2009-05-02,2009-05-01,Phase 0 Grantor 059,Phase 0 Grantee 049,"Section 9, Block 1, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 04229
T10,Warranty Deed 04230,2010-06-02,phase0/import-stress/T10/image-04230.pdf,730,231,P0-04230,2010-06-03,2010-06-02,Phase 0 Grantor 060,Phase 0 Grantee 050,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 04230
T01,Mineral Deed 04231,2011-07-03,phase0/import-stress/T01/image-04231.pdf,731,232,P0-04231,2011-07-04,2011-07-03,Phase 0 Grantor 061,Phase 0 Grantee 051,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 04231
T02,Royalty Deed 04232,2012-08-04,phase0/import-stress/T02/image-04232.pdf,732,233,P0-04232,2012-08-05,2012-08-04,Phase 0 Grantor 062,Phase 0 Grantee 052,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 04232
T03,Oil and Gas Lease 04233,2013-09-05,phase0/import-stress/T03/image-04233.pdf,733,234,P0-04233,2013-09-06,2013-09-05,Phase 0 Grantor 063,Phase 0 Grantee 053,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 04233
T04,Assignment 04234,2014-10-06,phase0/import-stress/T04/image-04234.pdf,734,235,P0-04234,2014-10-07,2014-10-06,Phase 0 Grantor 064,Phase 0 Grantee 054,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 04234
T05,Ratification 04235,2015-11-07,phase0/import-stress/T05/image-04235.pdf,735,236,P0-04235,2015-11-08,2015-11-07,Phase 0 Grantor 065,Phase 0 Grantee 055,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 04235
T06,Warranty Deed 04236,2016-12-08,phase0/import-stress/T06/image-04236.pdf,736,237,P0-04236,2016-12-09,2016-12-08,Phase 0 Grantor 066,Phase 0 Grantee 056,"Section 6, Block 1, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 04236
T07,Mineral Deed 04237,2017-01-09,phase0/import-stress/T07/image-04237.pdf,737,238,P0-04237,2017-01-10,2017-01-09,Phase 0 Grantor 067,Phase 0 Grantee 057,"Section 7, Block 2, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 04237
T08,Royalty Deed 04238,2018-02-10,phase0/import-stress/T08/image-04238.pdf,738,239,P0-04238,2018-02-11,2018-02-10,Phase 0 Grantor 068,Phase 0 Grantee 058,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 04238
T09,Oil and Gas Lease 04239,2019-03-11,phase0/import-stress/T09/image-04239.pdf,739,240,P0-04239,2019-03-12,2019-03-11,Phase 0 Grantor 069,Phase 0 Grantee 059,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 04239
T10,Assignment 04240,1980-04-12,phase0/import-stress/T10/image-04240.pdf,740,241,P0-04240,1980-04-13,1980-04-12,Phase 0 Grantor 070,Phase 0 Grantee 060,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 04240
T01,Ratification 04241,1981-05-13,phase0/import-stress/T01/image-04241.pdf,741,242,P0-04241,1981-05-14,1981-05-13,Phase 0 Grantor 071,Phase 0 Grantee 061,"Section 1, Block 6, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 04241
T02,Warranty Deed 04242,1982-06-14,phase0/import-stress/T02/image-04242.pdf,742,243,P0-04242,1982-06-15,1982-06-14,Phase 0 Grantor 072,Phase 0 Grantee 062,"Section 2, Block 7, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 04242
T03,Mineral Deed 04243,1983-07-15,phase0/import-stress/T03/image-04243.pdf,743,244,P0-04243,1983-07-16,1983-07-15,Phase 0 Grantor 073,Phase 0 Grantee 063,"Section 3, Block 1, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 04243
T04,Royalty Deed 04244,1984-08-16,phase0/import-stress/T04/image-04244.pdf,744,245,P0-04244,1984-08-17,1984-08-16,Phase 0 Grantor 074,Phase 0 Grantee 064,"Section 4, Block 2, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 04244
T05,Oil and Gas Lease 04245,1985-09-17,phase0/import-stress/T05/image-04245.pdf,745,246,P0-04245,1985-09-18,1985-09-17,Phase 0 Grantor 075,Phase 0 Grantee 065,"Section 5, Block 3, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 04245
T06,Assignment 04246,1986-10-18,phase0/import-stress/T06/image-04246.pdf,746,247,P0-04246,1986-10-19,1986-10-18,Phase 0 Grantor 076,Phase 0 Grantee 066,"Section 6, Block 4, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 04246
T07,Ratification 04247,1987-11-19,phase0/import-stress/T07/image-04247.pdf,747,248,P0-04247,1987-11-20,1987-11-19,Phase 0 Grantor 077,Phase 0 Grantee 067,"Section 7, Block 5, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 04247
T08,Warranty Deed 04248,1988-12-20,phase0/import-stress/T08/image-04248.pdf,748,249,P0-04248,1988-12-21,1988-12-20,Phase 0 Grantor 078,Phase 0 Grantee 068,"Section 8, Block 6, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 04248
T09,Mineral Deed 04249,1989-01-21,phase0/import-stress/T09/image-04249.pdf,749,250,P0-04249,1989-01-22,1989-01-21,Phase 0 Grantor 079,Phase 0 Grantee 069,"Section 9, Block 7, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 04249
T10,Royalty Deed 04250,1990-02-22,phase0/import-stress/T10/image-04250.pdf,750,251,P0-04250,1990-02-23,1990-02-22,Phase 0 Grantor 080,Phase 0 Grantee 070,"Section 10, Block 1, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 04250
T01,Oil and Gas Lease 04251,1991-03-23,phase0/import-stress/T01/image-04251.pdf,751,252,P0-04251,1991-03-24,1991-03-23,Phase 0 Grantor 081,Phase 0 Grantee 071,"Section 1, Block 2, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 04251
T02,Assignment 04252,1992-04-24,phase0/import-stress/T02/image-04252.pdf,752,253,P0-04252,1992-04-25,1992-04-24,Phase 0 Grantor 082,Phase 0 Grantee 072,"Section 2, Block 3, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 04252
T03,Ratification 04253,1993-05-25,phase0/import-stress/T03/image-04253.pdf,753,254,P0-04253,1993-05-26,1993-05-25,Phase 0 Grantor 083,Phase 0 Grantee 073,"Section 3, Block 4, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 04253
T04,Warranty Deed 04254,1994-06-26,phase0/import-stress/T04/image-04254.pdf,754,255,P0-04254,1994-06-27,1994-06-26,Phase 0 Grantor 084,Phase 0 Grantee 074,"Section 4, Block 5, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 04254
T05,Mineral Deed 04255,1995-07-27,phase0/import-stress/T05/image-04255.pdf,755,256,P0-04255,1995-07-28,1995-07-27,Phase 0 Grantor 085,Phase 0 Grantee 075,"Section 5, Block 6, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 04255
T06,Royalty Deed 04256,1996-08-28,phase0/import-stress/T06/image-04256.pdf,756,257,P0-04256,1996-08-01,1996-08-28,Phase 0 Grantor 086,Phase 0 Grantee 076,"Section 6, Block 7, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 04256
T07,Oil and Gas Lease 04257,1997-09-01,phase0/import-stress/T07/image-04257.pdf,757,258,P0-04257,1997-09-02,1997-09-01,Phase 0 Grantor 087,Phase 0 Grantee 077,"Section 7, Block 1, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 04257
T08,Assignment 04258,1998-10-02,phase0/import-stress/T08/image-04258.pdf,758,259,P0-04258,1998-10-03,1998-10-02,Phase 0 Grantor 088,Phase 0 Grantee 078,"Section 8, Block 2, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 04258
T09,Ratification 04259,1999-11-03,phase0/import-stress/T09/image-04259.pdf,759,260,P0-04259,1999-11-04,1999-11-03,Phase 0 Grantor 089,Phase 0 Grantee 079,"Section 9, Block 3, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 04259
T10,Warranty Deed 04260,2000-12-04,phase0/import-stress/T10/image-04260.pdf,760,261,P0-04260,2000-12-05,2000-12-04,Phase 0 Grantor 090,Phase 0 Grantee 080,"Section 10, Block 4, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 04260
T01,Mineral Deed 04261,2001-01-05,phase0/import-stress/T01/image-04261.pdf,761,262,P0-04261,2001-01-06,2001-01-05,Phase 0 Grantor 091,Phase 0 Grantee 081,"Section 1, Block 5, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 04261
T02,Royalty Deed 04262,2002-02-06,phase0/import-stress/T02/image-04262.pdf,762,263,P0-04262,2002-02-07,2002-02-06,Phase 0 Grantor 092,Phase 0 Grantee 082,"Section 2, Block 6, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 04262
T03,Oil and Gas Lease 04263,2003-03-07,phase0/import-stress/T03/image-04263.pdf,763,264,P0-04263,2003-03-08,2003-03-07,Phase 0 Grantor 093,Phase 0 Grantee 083,"Section 3, Block 7, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 04263
T04,Assignment 04264,2004-04-08,phase0/import-stress/T04/image-04264.pdf,764,265,P0-04264,2004-04-09,2004-04-08,Phase 0 Grantor 094,Phase 0 Grantee 084,"Section 4, Block 1, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 04264
T05,Ratification 04265,2005-05-09,phase0/import-stress/T05/image-04265.pdf,765,266,P0-04265,2005-05-10,2005-05-09,Phase 0 Grantor 095,Phase 0 Grantee 085,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 04265
T06,Warranty Deed 04266,2006-06-10,phase0/import-stress/T06/image-04266.pdf,766,267,P0-04266,2006-06-11,2006-06-10,Phase 0 Grantor 096,Phase 0 Grantee 086,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 04266
T07,Mineral Deed 04267,2007-07-11,phase0/import-stress/T07/image-04267.pdf,767,268,P0-04267,2007-07-12,2007-07-11,Phase 0 Grantor 097,Phase 0 Grantee 087,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 04267
T08,Royalty Deed 04268,2008-08-12,phase0/import-stress/T08/image-04268.pdf,768,269,P0-04268,2008-08-13,2008-08-12,Phase 0 Grantor 001,Phase 0 Grantee 088,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 04268
T09,Oil and Gas Lease 04269,2009-09-13,phase0/import-stress/T09/image-04269.pdf,769,270,P0-04269,2009-09-14,2009-09-13,Phase 0 Grantor 002,Phase 0 Grantee 089,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 04269
T10,Assignment 04270,2010-10-14,phase0/import-stress/T10/image-04270.pdf,770,271,P0-04270,2010-10-15,2010-10-14,Phase 0 Grantor 003,Phase 0 Grantee 090,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 04270
T01,Ratification 04271,2011-11-15,phase0/import-stress/T01/image-04271.pdf,771,272,P0-04271,2011-11-16,2011-11-15,Phase 0 Grantor 004,Phase 0 Grantee 091,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 04271
T02,Warranty Deed 04272,2012-12-16,phase0/import-stress/T02/image-04272.pdf,772,273,P0-04272,2012-12-17,2012-12-16,Phase 0 Grantor 005,Phase 0 Grantee 092,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 04272
T03,Mineral Deed 04273,2013-01-17,phase0/import-stress/T03/image-04273.pdf,773,274,P0-04273,2013-01-18,2013-01-17,Phase 0 Grantor 006,Phase 0 Grantee 093,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 04273
T04,Royalty Deed 04274,2014-02-18,phase0/import-stress/T04/image-04274.pdf,774,275,P0-04274,2014-02-19,2014-02-18,Phase 0 Grantor 007,Phase 0 Grantee 094,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 04274
T05,Oil and Gas Lease 04275,2015-03-19,phase0/import-stress/T05/image-04275.pdf,775,276,P0-04275,2015-03-20,2015-03-19,Phase 0 Grantor 008,Phase 0 Grantee 095,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 04275
T06,Assignment 04276,2016-04-20,phase0/import-stress/T06/image-04276.pdf,776,277,P0-04276,2016-04-21,2016-04-20,Phase 0 Grantor 009,Phase 0 Grantee 096,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 04276
T07,Ratification 04277,2017-05-21,phase0/import-stress/T07/image-04277.pdf,777,278,P0-04277,2017-05-22,2017-05-21,Phase 0 Grantor 010,Phase 0 Grantee 097,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 04277
T08,Warranty Deed 04278,2018-06-22,phase0/import-stress/T08/image-04278.pdf,778,279,P0-04278,2018-06-23,2018-06-22,Phase 0 Grantor 011,Phase 0 Grantee 098,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 04278
T09,Mineral Deed 04279,2019-07-23,phase0/import-stress/T09/image-04279.pdf,779,280,P0-04279,2019-07-24,2019-07-23,Phase 0 Grantor 012,Phase 0 Grantee 099,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 04279
T10,Royalty Deed 04280,1980-08-24,phase0/import-stress/T10/image-04280.pdf,780,281,P0-04280,1980-08-25,1980-08-24,Phase 0 Grantor 013,Phase 0 Grantee 100,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 04280
T01,Oil and Gas Lease 04281,1981-09-25,phase0/import-stress/T01/image-04281.pdf,781,282,P0-04281,1981-09-26,1981-09-25,Phase 0 Grantor 014,Phase 0 Grantee 101,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 04281
T02,Assignment 04282,1982-10-26,phase0/import-stress/T02/image-04282.pdf,782,283,P0-04282,1982-10-27,1982-10-26,Phase 0 Grantor 015,Phase 0 Grantee 102,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 04282
T03,Ratification 04283,1983-11-27,phase0/import-stress/T03/image-04283.pdf,783,284,P0-04283,1983-11-28,1983-11-27,Phase 0 Grantor 016,Phase 0 Grantee 103,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 04283
T04,Warranty Deed 04284,1984-12-28,phase0/import-stress/T04/image-04284.pdf,784,285,P0-04284,1984-12-01,1984-12-28,Phase 0 Grantor 017,Phase 0 Grantee 104,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 04284
T05,Mineral Deed 04285,1985-01-01,phase0/import-stress/T05/image-04285.pdf,785,286,P0-04285,1985-01-02,1985-01-01,Phase 0 Grantor 018,Phase 0 Grantee 105,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 04285
T06,Royalty Deed 04286,1986-02-02,phase0/import-stress/T06/image-04286.pdf,786,287,P0-04286,1986-02-03,1986-02-02,Phase 0 Grantor 019,Phase 0 Grantee 106,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 04286
T07,Oil and Gas Lease 04287,1987-03-03,phase0/import-stress/T07/image-04287.pdf,787,288,P0-04287,1987-03-04,1987-03-03,Phase 0 Grantor 020,Phase 0 Grantee 107,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 04287
T08,Assignment 04288,1988-04-04,phase0/import-stress/T08/image-04288.pdf,788,289,P0-04288,1988-04-05,1988-04-04,Phase 0 Grantor 021,Phase 0 Grantee 108,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 04288
T09,Ratification 04289,1989-05-05,phase0/import-stress/T09/image-04289.pdf,789,290,P0-04289,1989-05-06,1989-05-05,Phase 0 Grantor 022,Phase 0 Grantee 109,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 04289
T10,Warranty Deed 04290,1990-06-06,phase0/import-stress/T10/image-04290.pdf,790,291,P0-04290,1990-06-07,1990-06-06,Phase 0 Grantor 023,Phase 0 Grantee 110,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 04290
T01,Mineral Deed 04291,1991-07-07,phase0/import-stress/T01/image-04291.pdf,791,292,P0-04291,1991-07-08,1991-07-07,Phase 0 Grantor 024,Phase 0 Grantee 111,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 04291
T02,Royalty Deed 04292,1992-08-08,phase0/import-stress/T02/image-04292.pdf,792,293,P0-04292,1992-08-09,1992-08-08,Phase 0 Grantor 025,Phase 0 Grantee 112,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 04292
T03,Oil and Gas Lease 04293,1993-09-09,phase0/import-stress/T03/image-04293.pdf,793,294,P0-04293,1993-09-10,1993-09-09,Phase 0 Grantor 026,Phase 0 Grantee 113,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 04293
T04,Assignment 04294,1994-10-10,phase0/import-stress/T04/image-04294.pdf,794,295,P0-04294,1994-10-11,1994-10-10,Phase 0 Grantor 027,Phase 0 Grantee 001,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 04294
